,image_paths,steer_values
0,1455209459.71.jpg,0
1,1455209459.81.jpg,0
2,1455209459.91.jpg,0
3,1455209460.01.jpg,0
4,1455209460.11.jpg,0
5,1455209460.2.jpg,0
6,1455209460.31.jpg,0
7,1455209460.41.jpg,0
8,1455209460.5.jpg,0
9,1455209460.61.jpg,0
10,1455209460.7.jpg,0
11,1455209460.81.jpg,0
12,1455209460.9.jpg,0
13,1455209461.0.jpg,0
14,1455209461.1.jpg,0
15,1455209461.2.jpg,0
16,1455209461.31.jpg,0
17,1455209461.4.jpg,0
18,1455209461.52.jpg,0
19,1455209461.61.jpg,0
20,1455209461.71.jpg,0
21,1455209461.81.jpg,0
22,1455209461.91.jpg,0
23,1455209462.01.jpg,0
24,1455209462.11.jpg,0
25,1455209462.21.jpg,0
26,1455209462.31.jpg,0
27,1455209462.41.jpg,0
28,1455209462.51.jpg,0
29,1455209462.61.jpg,0
30,1455209462.71.jpg,0
31,1455209462.81.jpg,0
32,1455209462.91.jpg,0
33,1455209463.01.jpg,0
34,1455209463.11.jpg,0
35,1455209463.21.jpg,0
36,1455209463.31.jpg,0
37,1455209463.41.jpg,0
38,1455209463.51.jpg,0
39,1455209463.61.jpg,0
40,1455209463.71.jpg,0
41,1455209463.81.jpg,0
42,1455209463.91.jpg,0
43,1455209464.01.jpg,0
44,1455209464.11.jpg,0
45,1455209464.21.jpg,0
46,1455209464.31.jpg,0
47,1455209464.41.jpg,0
48,1455209464.51.jpg,0
49,1455209464.61.jpg,0
50,1455209464.71.jpg,0
51,1455209464.81.jpg,0
52,1455209464.91.jpg,0
53,1455209465.0.jpg,0
54,1455209465.11.jpg,-5
55,1455209465.21.jpg,-5
56,1455209465.31.jpg,-5
57,1455209465.41.jpg,-5
58,1455209465.51.jpg,-5
59,1455209465.61.jpg,-5
60,1455209465.71.jpg,-5
61,1455209465.81.jpg,-5
62,1455209465.91.jpg,-5
63,1455209466.01.jpg,-5
64,1455209466.11.jpg,-10
65,1455209466.21.jpg,-10
66,1455209466.31.jpg,-10
67,1455209466.41.jpg,-10
68,1455209466.51.jpg,-10
69,1455209466.61.jpg,-10
70,1455209466.71.jpg,-10
71,1455209466.81.jpg,-10
72,1455209466.91.jpg,-10
73,1455209467.01.jpg,-10
74,1455209467.11.jpg,-10
75,1455209467.21.jpg,-10
76,1455209467.31.jpg,-15
77,1455209467.41.jpg,-15
78,1455209467.51.jpg,-15
79,1455209467.61.jpg,-15
80,1455209467.71.jpg,-15
81,1455209467.81.jpg,-15
82,1455209467.91.jpg,-15
83,1455209468.01.jpg,-15
84,1455209468.11.jpg,-15
85,1455209468.21.jpg,-15
86,1455209468.31.jpg,-15
87,1455209468.41.jpg,-15
88,1455209468.51.jpg,-15
89,1455209468.61.jpg,-15
90,1455209468.71.jpg,-15
91,1455209468.81.jpg,-15
92,1455209468.91.jpg,-15
93,1455209469.01.jpg,-15
94,1455209469.11.jpg,-15
95,1455209469.21.jpg,-20
96,1455209469.31.jpg,-20
97,1455209469.41.jpg,-20
98,1455209469.51.jpg,-20
99,1455209469.61.jpg,-20
100,1455209469.71.jpg,-20
101,1455209469.81.jpg,-20
102,1455209469.91.jpg,-25
103,1455209470.01.jpg,-25
104,1455209470.11.jpg,-25
105,1455209470.21.jpg,-25
106,1455209470.31.jpg,-30
107,1455209470.41.jpg,-30
108,1455209470.51.jpg,-30
109,1455209470.61.jpg,-30
110,1455209470.7.jpg,-30
111,1455209470.8.jpg,-30
112,1455209470.9.jpg,-30
113,1455209471.0.jpg,-30
114,1455209471.11.jpg,-35
115,1455209471.21.jpg,-35
116,1455209471.3.jpg,-35
117,1455209471.4.jpg,-35
118,1455209471.5.jpg,-35
119,1455209471.62.jpg,-35
120,1455209471.71.jpg,-40
121,1455209471.8.jpg,-40
122,1455209471.9.jpg,-40
123,1455209472.0.jpg,-40
124,1455209472.11.jpg,-40
125,1455209472.21.jpg,-40
126,1455209472.3.jpg,-45
127,1455209472.41.jpg,-45
128,1455209472.51.jpg,-45
129,1455209472.61.jpg,-45
130,1455209472.71.jpg,-45
131,1455209472.81.jpg,-45
132,1455209472.91.jpg,-45
133,1455209473.01.jpg,-45
134,1455209473.11.jpg,-45
135,1455209473.21.jpg,-45
136,1455209473.3.jpg,-45
137,1455209473.41.jpg,-50
138,1455209473.51.jpg,-50
139,1455209473.61.jpg,-50
140,1455209473.71.jpg,-50
141,1455209473.81.jpg,-50
142,1455209473.91.jpg,-50
143,1455209474.01.jpg,-50
144,1455209474.11.jpg,-50
145,1455209474.2.jpg,-50
146,1455209474.3.jpg,-50
147,1455209474.4.jpg,-50
148,1455209474.5.jpg,-50
149,1455209474.6.jpg,-50
150,1455209474.7.jpg,-50
151,1455209474.8.jpg,-50
152,1455209474.9.jpg,-50
153,1455209475.0.jpg,-50
154,1455209475.11.jpg,-45
155,1455209475.21.jpg,-45
156,1455209475.31.jpg,-40
157,1455209475.41.jpg,-40
158,1455209475.51.jpg,-35
159,1455209475.6.jpg,-35
160,1455209475.71.jpg,-30
161,1455209475.8.jpg,-30
162,1455209475.91.jpg,-25
163,1455209476.0.jpg,-25
164,1455209476.11.jpg,-25
165,1455209476.21.jpg,-20
166,1455209476.31.jpg,-20
167,1455209476.41.jpg,-20
168,1455209476.52.jpg,-15
169,1455209476.6.jpg,-15
170,1455209476.7.jpg,-15
171,1455209476.81.jpg,-10
172,1455209476.9.jpg,-10
173,1455209477.02.jpg,-5
174,1455209477.1.jpg,-5
175,1455209477.22.jpg,0
176,1455209477.3.jpg,0
177,1455209477.4.jpg,5
178,1455209477.5.jpg,5
179,1455209477.6.jpg,10
180,1455209477.7.jpg,10
181,1455209477.8.jpg,10
182,1455209477.9.jpg,15
183,1455209478.0.jpg,15
184,1455209478.1.jpg,15
185,1455209478.2.jpg,15
186,1455209478.3.jpg,15
187,1455209478.4.jpg,15
188,1455209478.51.jpg,20
189,1455209478.61.jpg,20
190,1455209478.71.jpg,20
191,1455209478.81.jpg,20
192,1455209478.91.jpg,20
193,1455209479.01.jpg,20
194,1455209479.11.jpg,20
195,1455209479.21.jpg,20
196,1455209479.31.jpg,20
197,1455209479.41.jpg,20
198,1455209479.51.jpg,20
199,1455209479.6.jpg,25
200,1455209479.7.jpg,25
201,1455209479.8.jpg,25
202,1455209479.9.jpg,25
203,1455209480.01.jpg,30
204,1455209480.11.jpg,30
205,1455209480.21.jpg,35
206,1455209480.31.jpg,35
207,1455209480.41.jpg,35
208,1455209480.51.jpg,35
209,1455209480.61.jpg,35
210,1455209480.71.jpg,40
211,1455209480.81.jpg,40
212,1455209480.91.jpg,45
213,1455209481.01.jpg,50
214,1455209481.11.jpg,50
215,1455209481.21.jpg,50
216,1455209481.31.jpg,55
217,1455209481.41.jpg,55
218,1455209481.51.jpg,55
219,1455209481.61.jpg,55
220,1455209481.71.jpg,55
221,1455209481.81.jpg,55
222,1455209481.91.jpg,55
223,1455209482.01.jpg,55
224,1455209482.11.jpg,55
225,1455209482.21.jpg,55
226,1455209482.31.jpg,55
227,1455209482.4.jpg,55
228,1455209482.5.jpg,55
229,1455209482.61.jpg,50
230,1455209482.7.jpg,50
231,1455209482.8.jpg,45
232,1455209482.91.jpg,40
233,1455209483.01.jpg,40
234,1455209483.11.jpg,40
235,1455209483.21.jpg,35
236,1455209483.31.jpg,35
237,1455209483.41.jpg,30
238,1455209483.51.jpg,25
239,1455209483.61.jpg,25
240,1455209483.71.jpg,20
241,1455209483.81.jpg,15
242,1455209483.91.jpg,15
243,1455209484.01.jpg,10
244,1455209484.11.jpg,10
245,1455209484.21.jpg,10
246,1455209484.3.jpg,10
247,1455209484.41.jpg,10
248,1455209484.5.jpg,10
249,1455209484.6.jpg,5
250,1455209484.7.jpg,5
251,1455209484.81.jpg,5
252,1455209484.91.jpg,0
253,1455209485.01.jpg,0
254,1455209485.1.jpg,0
255,1455209485.2.jpg,0
256,1455209485.32.jpg,0
257,1455209485.41.jpg,0
258,1455209485.51.jpg,0
259,1455209485.6.jpg,0
260,1455209485.7.jpg,0
261,1455209485.8.jpg,0
262,1455209485.91.jpg,0
263,1455209486.01.jpg,-5
264,1455209486.1.jpg,-5
265,1455209486.2.jpg,-5
266,1455209486.3.jpg,-5
267,1455209486.41.jpg,-5
268,1455209486.51.jpg,-5
269,1455209486.6.jpg,-5
270,1455209486.7.jpg,-5
271,1455209486.81.jpg,-5
272,1455209486.91.jpg,-5
273,1455209487.01.jpg,-5
274,1455209487.11.jpg,-5
275,1455209487.21.jpg,-5
276,1455209487.31.jpg,-5
277,1455209487.41.jpg,-5
278,1455209487.51.jpg,-5
279,1455209487.61.jpg,-5
280,1455209487.71.jpg,-5
281,1455209487.81.jpg,-5
282,1455209487.91.jpg,-5
283,1455209488.01.jpg,-5
284,1455209488.11.jpg,-5
285,1455209488.21.jpg,-5
286,1455209488.31.jpg,-5
287,1455209488.41.jpg,-5
288,1455209488.51.jpg,-5
289,1455209488.61.jpg,-10
290,1455209488.71.jpg,-10
291,1455209488.81.jpg,-10
292,1455209488.92.jpg,-15
293,1455209489.01.jpg,-15
294,1455209489.11.jpg,-15
295,1455209489.21.jpg,-15
296,1455209489.31.jpg,-15
297,1455209489.4.jpg,-20
298,1455209489.5.jpg,-20
299,1455209489.61.jpg,-20
300,1455209489.7.jpg,-20
301,1455209489.81.jpg,-20
302,1455209489.91.jpg,-25
303,1455209490.0.jpg,-25
304,1455209490.11.jpg,-30
305,1455209490.2.jpg,-30
306,1455209490.31.jpg,-35
307,1455209490.41.jpg,-35
308,1455209490.51.jpg,-35
309,1455209490.61.jpg,-35
310,1455209490.71.jpg,-35
311,1455209490.81.jpg,-35
312,1455209490.91.jpg,-35
313,1455209491.01.jpg,-35
314,1455209491.11.jpg,-35
315,1455209491.21.jpg,-40
316,1455209491.3.jpg,-40
317,1455209491.41.jpg,-45
318,1455209491.51.jpg,-45
319,1455209491.61.jpg,-50
320,1455209491.7.jpg,-50
321,1455209491.8.jpg,-50
322,1455209491.91.jpg,-50
323,1455209492.01.jpg,-50
324,1455209492.11.jpg,-50
325,1455209492.21.jpg,-50
326,1455209492.31.jpg,-55
327,1455209492.41.jpg,-55
328,1455209492.51.jpg,-55
329,1455209492.6.jpg,-55
330,1455209492.71.jpg,-55
331,1455209492.81.jpg,-50
332,1455209492.91.jpg,-50
333,1455209493.01.jpg,-50
334,1455209493.11.jpg,-45
335,1455209493.21.jpg,-45
336,1455209493.31.jpg,-45
337,1455209493.41.jpg,-45
338,1455209493.51.jpg,-45
339,1455209493.6.jpg,-45
340,1455209493.7.jpg,-40
341,1455209493.8.jpg,-40
342,1455209493.9.jpg,-40
343,1455209494.0.jpg,-40
344,1455209494.11.jpg,-35
345,1455209494.21.jpg,-35
346,1455209494.31.jpg,-30
347,1455209494.4.jpg,-30
348,1455209494.5.jpg,-25
349,1455209494.61.jpg,-20
350,1455209494.71.jpg,-20
351,1455209494.81.jpg,-15
352,1455209494.91.jpg,-15
353,1455209495.01.jpg,-15
354,1455209495.11.jpg,-10
355,1455209495.21.jpg,-10
356,1455209495.31.jpg,-10
357,1455209495.41.jpg,-10
358,1455209495.51.jpg,-10
359,1455209495.61.jpg,-5
360,1455209495.71.jpg,-5
361,1455209495.81.jpg,-5
362,1455209495.91.jpg,0
363,1455209496.01.jpg,0
364,1455209496.11.jpg,0
365,1455209496.21.jpg,0
366,1455209496.31.jpg,0
367,1455209496.41.jpg,0
368,1455209496.51.jpg,0
369,1455209496.6.jpg,0
370,1455209496.71.jpg,0
371,1455209496.81.jpg,0
372,1455209496.91.jpg,0
373,1455209497.01.jpg,0
374,1455209497.11.jpg,0
375,1455209497.21.jpg,0
376,1455209497.3.jpg,0
377,1455209497.41.jpg,-5
378,1455209497.51.jpg,-5
379,1455209497.62.jpg,-10
380,1455209497.71.jpg,-10
381,1455209497.81.jpg,-15
382,1455209497.91.jpg,-15
383,1455209498.0.jpg,-15
384,1455209498.11.jpg,-15
385,1455209498.21.jpg,-15
386,1455209498.32.jpg,-15
387,1455209498.4.jpg,-15
388,1455209498.51.jpg,-15
389,1455209498.6.jpg,-15
390,1455209498.71.jpg,-15
391,1455209498.8.jpg,-15
392,1455209498.9.jpg,-15
393,1455209499.0.jpg,-15
394,1455209499.1.jpg,-15
395,1455209499.2.jpg,-15
396,1455209499.3.jpg,-15
