,image_paths,steer_values
0,1523635594.14.jpg,90
1,1523635594.24.jpg,90
2,1523635594.33.jpg,90
3,1523635594.43.jpg,90
4,1523635594.54.jpg,90
5,1523635594.63.jpg,90
6,1523635594.73.jpg,90
7,1523635594.83.jpg,90
8,1523635594.93.jpg,90
9,1523635595.03.jpg,90
10,1523635595.13.jpg,90
11,1523635595.23.jpg,90
12,1523635595.33.jpg,90
13,1523635595.43.jpg,90
14,1523635595.53.jpg,90
15,1523635595.63.jpg,90
16,1523635595.73.jpg,90
17,1523635595.83.jpg,90
18,1523635595.93.jpg,90
19,1523635596.03.jpg,90
20,1523635596.13.jpg,90
21,1523635596.23.jpg,90
22,1523635596.33.jpg,90
23,1523635596.43.jpg,90
24,1523635596.53.jpg,90
25,1523635596.63.jpg,90
26,1523635596.73.jpg,90
27,1523635596.83.jpg,90
28,1523635596.93.jpg,90
29,1523635597.03.jpg,90
30,1523635597.13.jpg,90
31,1523635597.23.jpg,90
32,1523635597.33.jpg,90
33,1523635597.43.jpg,90
34,1523635597.53.jpg,90
35,1523635597.63.jpg,90
36,1523635597.73.jpg,90
37,1523635597.83.jpg,90
38,1523635597.93.jpg,90
39,1523635598.03.jpg,90
40,1523635598.13.jpg,90
41,1523635598.23.jpg,90
42,1523635598.33.jpg,90
43,1523635598.43.jpg,90
44,1523635598.53.jpg,90
45,1523635598.63.jpg,90
46,1523635598.73.jpg,90
47,1523635598.83.jpg,90
48,1523635598.93.jpg,90
49,1523635599.03.jpg,90
50,1523635599.13.jpg,90
51,1523635599.23.jpg,90
52,1523635599.33.jpg,90
53,1523635599.44.jpg,90
54,1523635599.53.jpg,90
55,1523635599.63.jpg,90
56,1523635599.73.jpg,90
57,1523635599.83.jpg,90
58,1523635599.93.jpg,90
59,1523635600.03.jpg,90
60,1523635600.13.jpg,90
61,1523635600.23.jpg,90
62,1523635600.33.jpg,90
63,1523635600.43.jpg,90
64,1523635600.53.jpg,90
65,1523635600.63.jpg,90
66,1523635600.73.jpg,90
67,1523635600.83.jpg,90
68,1523635600.93.jpg,90
69,1523635601.03.jpg,90
70,1523635601.13.jpg,90
71,1523635601.23.jpg,90
72,1523635601.33.jpg,90
73,1523635601.43.jpg,90
74,1523635601.53.jpg,90
75,1523635601.63.jpg,90
76,1523635601.73.jpg,90
77,1523635601.83.jpg,90
78,1523635601.93.jpg,90
79,1523635602.03.jpg,90
80,1523635602.13.jpg,90
81,1523635602.23.jpg,90
82,1523635602.33.jpg,90
83,1523635602.43.jpg,90
84,1523635602.53.jpg,90
85,1523635602.63.jpg,90
86,1523635602.73.jpg,90
87,1523635602.83.jpg,90
88,1523635602.93.jpg,90
89,1523635603.03.jpg,90
90,1523635603.14.jpg,90
91,1523635603.23.jpg,90
92,1523635603.33.jpg,90
93,1523635603.43.jpg,90
94,1523635603.53.jpg,90
95,1523635603.63.jpg,90
96,1523635603.73.jpg,90
97,1523635603.83.jpg,90
98,1523635603.93.jpg,90
99,1523635604.03.jpg,90
100,1523635604.13.jpg,90
101,1523635604.23.jpg,90
102,1523635604.33.jpg,90
103,1523635604.43.jpg,90
104,1523635604.53.jpg,90
105,1523635604.63.jpg,90
106,1523635604.73.jpg,90
107,1523635604.83.jpg,90
108,1523635604.93.jpg,90
109,1523635605.03.jpg,90
110,1523635605.13.jpg,90
111,1523635605.23.jpg,90
112,1523635605.33.jpg,90
113,1523635605.43.jpg,90
114,1523635605.53.jpg,90
115,1523635605.63.jpg,90
116,1523635605.73.jpg,90
117,1523635605.83.jpg,90
118,1523635605.93.jpg,90
119,1523635606.03.jpg,90
120,1523635606.13.jpg,90
121,1523635606.23.jpg,90
122,1523635606.33.jpg,90
123,1523635606.43.jpg,90
124,1523635606.53.jpg,90
125,1523635606.63.jpg,90
126,1523635606.73.jpg,90
127,1523635606.83.jpg,90
128,1523635606.93.jpg,90
129,1523635607.03.jpg,90
130,1523635607.14.jpg,90
131,1523635607.23.jpg,90
132,1523635607.33.jpg,90
133,1523635607.43.jpg,90
134,1523635607.53.jpg,90
135,1523635607.63.jpg,90
136,1523635607.73.jpg,90
137,1523635607.83.jpg,90
138,1523635607.93.jpg,90
139,1523635608.03.jpg,90
140,1523635608.13.jpg,90
141,1523635608.23.jpg,90
142,1523635608.33.jpg,90
143,1523635608.43.jpg,90
144,1523635608.53.jpg,90
145,1523635608.63.jpg,90
146,1523635608.73.jpg,90
147,1523635608.83.jpg,90
148,1523635608.93.jpg,90
149,1523635609.03.jpg,90
150,1523635609.13.jpg,90
151,1523635609.23.jpg,90
152,1523635609.33.jpg,90
153,1523635609.43.jpg,90
154,1523635609.53.jpg,90
155,1523635609.63.jpg,90
156,1523635609.73.jpg,90
157,1523635609.83.jpg,90
158,1523635609.93.jpg,90
159,1523635610.03.jpg,90
160,1523635610.13.jpg,90
161,1523635610.23.jpg,90
162,1523635610.33.jpg,90
163,1523635610.43.jpg,90
164,1523635610.53.jpg,90
165,1523635610.63.jpg,90
166,1523635610.73.jpg,90
167,1523635610.83.jpg,90
168,1523635610.93.jpg,90
169,1523635611.03.jpg,90
170,1523635611.13.jpg,90
171,1523635611.23.jpg,90
172,1523635611.33.jpg,90
173,1523635611.43.jpg,90
174,1523635611.53.jpg,90
175,1523635611.63.jpg,90
176,1523635611.73.jpg,90
177,1523635611.83.jpg,90
178,1523635611.93.jpg,90
179,1523635612.03.jpg,90
180,1523635612.13.jpg,90
181,1523635612.23.jpg,90
182,1523635612.33.jpg,90
183,1523635612.43.jpg,90
184,1523635612.53.jpg,90
185,1523635612.63.jpg,90
186,1523635612.73.jpg,90
187,1523635612.83.jpg,90
188,1523635612.93.jpg,90
189,1523635613.03.jpg,90
190,1523635613.13.jpg,90
191,1523635613.23.jpg,90
192,1523635613.33.jpg,90
193,1523635613.44.jpg,90
194,1523635613.53.jpg,90
195,1523635613.63.jpg,90
196,1523635613.73.jpg,90
197,1523635613.84.jpg,90
198,1523635613.93.jpg,90
199,1523635614.03.jpg,90
200,1523635614.14.jpg,90
201,1523635614.23.jpg,90
202,1523635614.33.jpg,90
203,1523635614.43.jpg,90
204,1523635614.53.jpg,90
205,1523635614.63.jpg,90
206,1523635614.73.jpg,90
207,1523635614.83.jpg,90
208,1523635614.93.jpg,90
209,1523635615.03.jpg,90
210,1523635615.13.jpg,90
211,1523635615.23.jpg,90
212,1523635615.33.jpg,90
213,1523635615.43.jpg,90
214,1523635615.53.jpg,90
215,1523635615.64.jpg,90
216,1523635615.73.jpg,90
217,1523635615.83.jpg,90
218,1523635615.93.jpg,90
219,1523635616.03.jpg,90
220,1523635616.13.jpg,90
221,1523635616.23.jpg,90
222,1523635616.33.jpg,90
223,1523635616.43.jpg,90
224,1523635616.53.jpg,90
225,1523635616.63.jpg,90
226,1523635616.73.jpg,90
227,1523635616.83.jpg,90
228,1523635616.93.jpg,90
229,1523635617.03.jpg,90
230,1523635617.13.jpg,90
231,1523635617.23.jpg,90
232,1523635617.33.jpg,90
233,1523635617.43.jpg,90
234,1523635617.53.jpg,90
235,1523635617.63.jpg,90
236,1523635617.73.jpg,90
237,1523635617.83.jpg,90
238,1523635617.93.jpg,90
239,1523635618.03.jpg,90
240,1523635618.13.jpg,90
241,1523635618.23.jpg,90
242,1523635618.33.jpg,90
243,1523635618.43.jpg,90
244,1523635618.53.jpg,90
245,1523635618.63.jpg,90
246,1523635618.73.jpg,90
247,1523635618.83.jpg,90
248,1523635618.93.jpg,90
249,1523635619.03.jpg,90
250,1523635619.13.jpg,90
251,1523635619.23.jpg,90
252,1523635619.34.jpg,90
253,1523635619.43.jpg,90
254,1523635619.53.jpg,90
255,1523635619.63.jpg,90
256,1523635619.73.jpg,90
257,1523635619.83.jpg,90
258,1523635619.93.jpg,90
259,1523635620.03.jpg,90
260,1523635620.13.jpg,90
261,1523635620.23.jpg,90
262,1523635620.33.jpg,90
263,1523635620.43.jpg,90
264,1523635620.53.jpg,90
265,1523635620.63.jpg,90
266,1523635620.73.jpg,90
267,1523635620.83.jpg,90
268,1523635620.93.jpg,90
269,1523635621.03.jpg,90
270,1523635621.13.jpg,90
271,1523635621.23.jpg,90
272,1523635621.33.jpg,90
273,1523635621.43.jpg,90
274,1523635621.53.jpg,90
275,1523635621.63.jpg,90
276,1523635621.73.jpg,90
277,1523635621.83.jpg,90
278,1523635621.93.jpg,90
279,1523635622.03.jpg,90
280,1523635622.13.jpg,90
281,1523635622.23.jpg,90
282,1523635622.33.jpg,90
283,1523635622.43.jpg,90
284,1523635622.53.jpg,90
285,1523635622.63.jpg,90
286,1523635622.73.jpg,90
287,1523635622.83.jpg,90
288,1523635622.93.jpg,90
289,1523635623.03.jpg,90
290,1523635623.14.jpg,90
291,1523635623.23.jpg,90
292,1523635623.33.jpg,90
293,1523635623.43.jpg,90
294,1523635623.53.jpg,90
295,1523635623.63.jpg,90
296,1523635623.73.jpg,90
297,1523635623.83.jpg,90
298,1523635623.93.jpg,90
299,1523635624.03.jpg,90
300,1523635624.13.jpg,90
301,1523635624.23.jpg,90
302,1523635624.33.jpg,90
303,1523635624.43.jpg,90
304,1523635624.53.jpg,90
305,1523635624.63.jpg,90
306,1523635624.73.jpg,90
307,1523635624.83.jpg,90
308,1523635624.93.jpg,90
309,1523635625.03.jpg,90
310,1523635625.13.jpg,90
311,1523635625.23.jpg,90
312,1523635625.34.jpg,90
313,1523635625.43.jpg,90
314,1523635625.53.jpg,90
